9526.4,8848.9,8525.5,8394.8,8338.8,8502.1,9021.5,10136.9,11338.3,12716.7,13399.5,13715.5,13137.5,12723.9,12720.4,12677.4,12954.9,13347.7,13444.8,13620.5,13219.3,12941,12215.3,10992.8
9940.7,9248.7,8962.2,8803.3,8644.5,8857.3,9264.3,10466.6,11409.6,12399.8,12889.6,13017.9,12378,11913,11848.8,11692.1,11957.7,12339.7,12675.2,13361.1,13092.4,12899.8,12245.1,10983.1
9918.9,9187.2,8926.8,8747.2,8680,8855.3,9333.5,10511.1,11576.9,12545.8,12958.7,13070.8,12468.8,11941.8,11856.5,11760.7,12063,12419.7,12776,13370.3,13101.5,12875.1,12172.4,10992.4
9912.7,9212.9,8920.1,8727.8,8695.1,8822.6,9290.6,10491.3,11549.3,12594.4,12944.5,13081.7,12461.2,11974.9,11938.1,11762,12018.2,12363.6,12725.7,13247.1,13001.5,12858.6,12137.8,10849
9832.2,9155.1,8852.2,8690.7,8555.4,8742.4,9236.4,10427.5,11500.4,12523.6,12940.7,13078.5,12416.6,11897.5,11855.4,11666.7,11904,12361.8,12639.5,12994.2,12797.7,12672.1,12113.9,10928.1
9834.3,9100.5,8746.6,8552.1,8457.2,8569.5,8772.1,9401.2,10584.2,11540.6,12088.5,12195.6,11565.1,11096.2,10992.9,10838.1,11060.8,11547.9,11906,12436.2,12321.9,12195.2,11650.8,10670.1
9592.6,8871.1,8443.1,8378,8235.3,8354.6,8579.1,9130.6,10212.7,11132.7,11650,11822.3,11253.2,10895.4,10670.4,10574.5,10848.7,11446.3,11927,12469.5,12398.8,12340.7,11624.4,10406.3
9348.7,8742.5,8421,8258,8207.7,8358.6,8847.5,10050,11278.9,12584.6,13039.5,13171.1,12517.7,11997.2,11940.6,11731.5,11973.1,12455.8,12592.4,13068.7,12790.3,12610.3,11889.4,10572.1
9549,8909.5,8622.4,8475.2,8443,8483.8,9075.8,10238.3,11386.9,12445.6,12852.8,12997.2,12282.6,11730,11702.4,11589.4,11851.3,12181.2,12440.4,12915.7,12716.6,12509.3,11734,10507.6
9484.1,8757.9,8488.5,8341.3,8273.8,8433.8,8890.4,10228.6,11256.8,12376.8,12892.4,13017.4,12275.4,11729.7,11683.1,11517.9,11738.7,12178,12379.8,12913.9,12640.3,12456.9,11709.6,10469.4
9457.4,8773.4,8475.4,8334.7,8270.2,8432,8962.5,10174.7,11102.6,12047.4,12476.2,12557,11876.9,11329.1,11329.2,11214.6,11468.3,11876,12237.2,12710.1,12444.5,12284.3,11534.2,10282.7
9213.8,8576.5,8226,8109,8058.7,8172.6,8682.5,9910.3,10850.9,11724.9,12112.2,12205.9,11489.3,11084.8,11061.5,10897.4,11117.2,11441.4,11579.7,12219.8,11998.3,11876.1,11299.2,10060
9060.2,8287.1,7936.1,7753.7,7686.8,7723,8019.3,8839.4,9834.4,10757.2,11257,11322.5,10578.7,10234.9,10118.4,9966.6,10154,10607.1,10820.8,11439.3,11281.1,11159.8,10543.8,9384.9
8321.5,7606.7,7249.9,7056.4,7003.1,7075.6,7328.3,8092.2,8966,9764.6,10212,10424.4,9849.3,9539.8,9410.5,9261.7,9455.5,10066.5,10556,11027.3,10933,10746.3,10021.3,8800.9
7707.7,7104.1,6802.3,6700,6640.8,6834.5,7466.1,8729.3,9781.7,10870.9,11355.7,11500.8,10910.3,10377,10327.2,10220.6,10500,10731.4,10903.2,11446.4,11294.6,10966.2,10190.9,8952.3
7787,7190.7,6862,6760.7,6715.5,6873,7488.8,8734.2,9623.7,10431.6,10899.6,11020.6,10417.2,10072.9,10199.7,10128.4,10581.8,10938.2,11174.8,11588.1,11309.3,11055.5,10313.4,8947.4
7816.2,7178.5,6960.3,6775.3,6743.9,6879.6,7518.7,8811.8,9800.8,10765.8,11405.3,11672.4,11100.3,10632.5,10755.6,10485.9,10644.5,10952.6,11051.2,11691.5,11575.3,11351.6,10461,9093.3
7952.3,7329,7010.8,6879,6842.6,7002.8,7574.8,8902.6,9902.4,10768.1,11166.2,11268.2,10693.3,10144.5,10211.7,10110.9,10282,10566.9,10688.4,11360.6,11233.8,11039.3,10262.1,8901.5
7801.1,7106.7,6802.3,6671.6,6683.1,6857.2,7432.9,8728.3,9648.2,10484.5,10918.8,11050.2,10398.3,9944.2,10021.4,9900.6,10095,10339.5,10419.3,11010.3,10895.8,10637.1,10055.6,8789.9
7651.1,6943.4,6589.1,6439,6424.3,6546.5,6860.5,7847.4,8822.2,9611.3,10146.1,10250.4,9632.9,9242.6,9222.9,9116.2,9227.3,9651.6,9830.9,10457.9,10350.1,10245.9,9549.4,8445.3
7372.2,6723.3,6428.6,6275.2,6175.4,6283.3,6567.7,7478.3,8402.5,9268.5,9810.6,9962.7,9458,9063.6,8979.2,8843,9127.2,9595.3,9901,10524.2,10504.5,10281.9,9431.7,8149.5
7095.1,6486.4,6229.2,6049.9,6022,6370.2,6935.6,8262.8,9322.3,10273.8,10773.6,10931.5,10344.9,9826.2,9938.4,9872.1,10014.7,10419.9,10516.5,11011.5,10804.4,10460.5,9646.7,8354.2
7284.6,6662.8,6421.1,6275.3,6246.3,6401.5,6964.8,8332.8,9347.8,10320.6,10703.3,10853,10221.4,9785.4,9894.8,9778.5,10076,10384.3,10537.8,10972.1,10776.4,10540.5,9631.3,8289.8
7171.7,6587.4,6310.4,6149.8,6164.8,6349,6970.9,8329.9,9295,10186.4,10641.3,10819.4,10171.5,9745.2,9887.2,9835,10025.1,10388.6,10423.7,10944.5,10789.7,10471.2,9603,8271.6
7160.9,6577,6306.4,6112.9,6150.7,6285.9,6933.7,8264.3,9279.6,10215.4,10819.6,11088.1,10576.8,10168.5,10284.3,10185.6,10532.1,10837.3,10743.5,11045.6,10823.9,10584,9602.8,8323.8
7206.1,6631.5,6353.4,6223.7,6174.8,6363.8,6926.5,8223.2,9288.6,10289.9,10810.3,10914.8,10254,9796.3,9918.2,9761.9,9959.9,10281.5,10241.6,10739.3,10533.4,10341.9,9648.3,8485.1
7310.1,6664.6,6325.8,6118.5,6080.1,6238.1,6663.6,7581.3,8526.2,9261.8,9808,9892.5,9327.2,9074.9,9121.4,8987.4,9139.5,9427.4,9561.2,10205.2,10171.4,9912.3,9256.4,8120.2
7055.8,6404.1,6091.1,5905.2,5833.1,5993.4,6411.8,7311.4,8133.6,8935.8,9532.4,9660.5,9125.7,8885.4,8830,8758.8,8955.5,9400.2,9636.4,10302.2,10219.6,9947.7,9172.3,7862.1
6739.7,6201.6,5871.7,5751.7,5704.5,5941.9,6602.9,7956.8,8950.7,9955.4,10491.3,10691.7,10078.9,9628.9,9798.8,9675.2,9943.2,10339,10407.4,10726.5,10446.8,10049.4,9209.2,7938
6905.1,6352.3,6088.7,5958.1,5947.4,6112.9,6846.6,8059.3,8979.8,9808.5,10410,10487.5,9834.3,9523.4,9691.3,9643.9,9894.4,10078.8,10181.5,10757.2,10513.3,10206.9,9321.5,8044.1
6964.1,6397.2,6091.6,5974.9,5929.7,6087.5,6747.6,8045.7,8976.4,9910,10427.1,10594.2,9981.2,9546.2,9641.6,9717.5,9885.1,10193.4,10267.6,10678.5,10536.1,10139.4,9278.4,7980.7
6928.7,6333.5,6122.9,5981.7,5947.7,6075.3,6782.4,8053.4,9003,9938.2,10436.4,10602.4,9962.4,9518.5,9686,9678.9,9838.1,10049.4,10120.1,10600.1,10579.1,10170.1,9395.9,8055.5
7015.4,6419.4,6093.8,5980.1,5950.6,6167.9,6844.1,8100.9,8958.5,9911.1,10378.8,10548.6,9891.9,9530.5,9678.2,9577.7,9688.8,10009.4,9902,10300.4,10175.4,9834.5,9132.4,7912.6
6847.3,6293.4,5996.3,5744.9,5708.9,5854.7,6309.2,7117.9,7793.8,8381.3,8898.2,9018.2,8652.8,8247.4,8117,8100.6,8254.1,8673.9,8896.9,9385.8,9495.9,9280.6,8591.5,7446
6491.7,5899.4,5615.5,5485.4,5478.9,5624,6067,6972.5,7752.3,8397.6,8914.5,9071.9,8591.7,8325.1,8322,8324.5,8500.7,8916.2,9105.2,9559,9600.4,9413.2,8694,7601.5
6618.3,5990.7,5755.9,5589.4,5536.9,5668.4,6132.7,7005.3,7919.7,8758,9388.1,9549.2,9056.2,8819,8772,8735.6,9002.1,9439.2,9594.8,9963.6,10087,9825.7,8978.7,7646.9
6657.1,6135.1,5805.6,5657.4,5679.8,5853,6571.1,7797.7,8787.9,9718.6,10283.7,10524.3,9876.8,9483.5,9645.4,9730,9877.4,10205.1,10301.2,10486.2,10458,10144,9213.1,7905.4
6869.4,6296.3,6064.3,5906.9,5859.3,6065,6756.2,7916.1,8879.5,9795.9,10373.2,10600.6,9990.5,9650.6,9853.8,9870.2,10074.7,10282.5,10226.6,10631.5,10601.6,10270.7,9370,8065.8
6987.9,6397.9,6133.6,6023.9,5917,6158.3,6813.2,8000.9,8970.5,9897.8,10479,10667.7,10059.6,9720.6,9810.7,9830.3,10024.9,10356.6,10354.7,10539.4,10513.7,10164.6,9265.7,7969.9
6940.1,6376.7,6105.8,5965.6,5923,6097.3,6722.8,7966.1,9021.8,10056.5,10570.5,10788.8,10061.8,9712.7,9872.5,9759.2,10033.1,10340.3,10264.4,10442.1,10351.9,10103.8,9347.8,8114.9
7091.4,6457.6,6152.7,5987.5,5976.8,6061.8,6552.7,7443.2,8311.9,9101.6,9737.5,9965.6,9265.6,9054.4,9049,8974.2,9228,9621.9,9731.4,9973.8,10147.2,9919.7,9196.5,7999.2
6915.4,6357.9,6077.8,5886.5,5808.5,5958.5,6383.4,7142.7,8000.4,8829.4,9470,9649.4,9177.1,8847.4,8863.9,8803.5,9100.7,9539.6,9662,10006.2,10212.3,9966.8,9122.9,7806.3
6738,6151,5876.3,5701.8,5713.6,5973.4,6586.2,7863.1,8796.9,9811.4,10377.1,10592.5,10032.7,9618.3,9829.6,9860.4,10122,10402.3,10341,10651.6,10607.4,10331,9429.2,8077.8
7002.8,6402.9,6173.3,6000.5,5958.8,6145.3,6859.3,8189,9001.3,9922.5,10497.8,10719.3,10180.9,9771.6,9946.5,9859.5,10125.1,10516.4,10436.2,10539,10534.3,10204.9,9257.8,8015
6959.2,6401.1,6179.2,5965.9,6020.2,6130.9,6874.5,7983.1,9008.7,9954.1,10503.1,10693.7,10051.4,9667.5,9801.6,9819.5,10068.6,10378.8,10398.4,10577.2,10570.8,10240,9397.5,8005.5
6960.2,6380.3,6157.9,6024,5922.6,6088.2,6678.4,8033.7,8953.7,9935.9,10514.2,10731.1,10099.3,9748.1,9836.7,9710.8,9970,10392.7,10347,10538.5,10532.4,10173.5,9353.4,8035.5
6995.6,6387.1,6191.1,5988.2,5945.6,6108.1,6865.3,7982.3,8982.4,9953.3,10536.3,10724.6,10038.5,9727.4,9928.9,9868.9,10009.6,10414.6,10318.1,10408.3,10457.9,10109.5,9412.4,8169.9
7107.4,6526.4,6210.7,5988.5,5969.4,6037.4,6454.7,7381.2,8331.5,9223,9806.2,10149.7,9618.4,9362.6,9337.7,9208.5,9375.2,9660.7,9755.1,10037.1,10218.8,10016.2,9231.7,8124.2
7030.6,6479.2,6183.3,6020.4,5901.8,6052.1,6512.7,7251.2,8061.4,8872.5,9471,9671.6,9184.5,8845,8873.6,8799.5,8966.9,9367,9647.8,9925.3,10193.1,10074.8,9200.5,7820.4
6785.3,6222,5906.2,5789.3,5755.9,5911.1,6777.2,7911.2,8904.3,9880.9,10482.4,10724,10066.1,9707.3,9871.6,9828.8,10130.7,10297.4,10236.4,10454.6,10595.4,10387.8,9458.5,8104.1
7025.8,6458.7,6177.8,6003.2,5955.2,6097.7,6933.8,8057.9,9023.2,9954.1,10546.4,10752.2,10066.1,9773.9,9913.2,9984.6,10141.1,10432.4,10352.4,10535.1,10666.5,10386.1,9478.7,8126.2
7078.3,6455.8,6182.8,6056.6,5954.1,6109,6909.1,8084.3,9079.6,10009.5,10537.2,10842.5,10237.9,9823.6,9980.6,10020,10347.5,10607.2,10727.1,10805.5,10700.4,10319,9349.2,8065.7
7007.3,6475.2,6212.1,6040.3,6017.9,6202.6,6978,8094.7,9084,10023.3,10550.8,10849.5,10190.5,9845,10019.8,10023.5,10320.2,10562.9,10383.6,10560.8,10711.7,10469.7,9506.8,8251.2
7074.1,6541.9,6233.5,6049.1,6068.2,6170.3,6952.5,8083.4,9011.2,9987.2,10602,10831.3,10185.1,9922.8,10209.3,10138.6,10360.7,10608.4,10513.6,10569,10542.2,10218.3,9297.5,8084.1
7051.1,6441.6,6136.5,5974.2,5962.9,6047.9,6505.9,7294.9,8230.8,9101,9657.7,9905.9,9355.1,9179.2,9216.4,9087.2,9305.6,9600.9,9716,9810.1,10088.7,9850.3,9171.1,7960.7
6986.1,6389,6017.1,5857.9,5850.6,5965.2,6484.1,7234.1,8087.6,8893.9,9571,9819.4,9265.5,8962.7,8926.1,8930.4,9175.6,9550.4,9694.9,9792.3,10199.4,9923.6,9130.5,7829.5
6810.2,6189.5,5938.3,5800.6,5727.8,5901.4,6802,7876.3,8844.4,9868.3,10472.5,10788.8,10185.3,9785.3,9977.4,9977,10181.6,10382.5,10279.7,10295.6,10550.8,10259.5,9376.7,8061.8
7018.7,6451.5,6185.8,6015.9,5925.6,6146.1,6899.2,7955.2,8884.8,9901.5,10486.9,10810.6,10185.3,9767.5,10013.2,10029,10239.5,10406.6,10319.1,10318.4,10545.3,10320.3,9412.8,8090.4
7079.7,6470.9,6133.9,5987.4,5964.4,6092.3,6885.7,7876.6,8886.1,9828.3,10445.6,10728.6,10074.8,9772.8,9976.1,9976.4,9982.6,10169.2,10026.1,9860,10163.1,9874.1,9195.9,8023.1
6957.1,6323.1,5963.1,5832,5725.9,5803,6281.8,6923.7,7574.6,8135.8,8833.9,8941.1,8652.5,8398.4,8249.2,8223,8455.6,8915.1,9244.2,9046.4,9131.2,8859.8,8133.9,7084.8
